ID;concept:name;time:timestamp;case:concept:name;pName;error_case;error_reason
14721;confirm GDPR;2021-11-03 01:18:24 +00:00;Trace 2154;Hans;x;1
14722;confirmed GDPR;2021-11-03 02:34:57 +00:00;Trace 2154;Hans;x;1
14723;receive application;2021-11-02 23:48:45 +00:00;Trace 2155;Julian;x;1
14724;confirm GDPR;2021-11-03 00:49:59 +00:00;Trace 2155;Julian;x;1
14725;confirmed GDPR;2021-11-03 01:59:23 +00:00;Trace 2155;Julian;x;1
14726;receive application;2021-11-03 00:00:54 +00:00;Trace 2156;Peter;x;1
14727;confirm GDPR;2021-11-03 01:30:40 +00:00;Trace 2156;Peter;x;1
14728;decline GDPR;2021-11-03 03:21:31 +00:00;Trace 2156;Peter;x;1
14729;notify recruiter;2021-11-03 04:40:14 +00:00;Trace 2156;Peter;x;1, 3
14730;review application;2021-11-03 06:00:08 +00:00;Trace 2156;Peter;x;1
14731;delete data of applicant;2021-11-03 07:25:04 +00:00;Trace 2156;Peter;x;1, 4
14732;await answer;2021-11-03 09:11:05 +00:00;Trace 2156;Peter;x;1, 5
14733;hold interview;2021-11-03 10:45:15 +00:00;Trace 2156;Peter;x;1, 5
14734;receive application;2021-11-03 00:15:37 +00:00;Trace 2157;Julian;x;1
14735;confirm GDPR;2021-11-03 01:27:00 +00:00;Trace 2157;Julian;x;1
14736;decline GDPR;2021-11-03 03:12:55 +00:00;Trace 2157;Julian;x;1
14737;notify recruiter;2021-11-03 04:46:47 +00:00;Trace 2157;Julian;x;1, 3
14738;review application;2021-11-03 06:44:38 +00:00;Trace 2157;Julian;x;1
14739;delete data of applicant;2021-11-03 08:00:58 +00:00;Trace 2157;Julian;x;1, 4
14740;await answer;2021-11-03 09:47:10 +00:00;Trace 2157;Julian;x;1, 5
14741;hold interview;2021-11-03 11:00:29 +00:00;Trace 2157;Julian;x;1, 5
14742;receive application;2021-11-03 00:38:54 +00:00;Trace 2158;Hans;x;1
14743;confirm GDPR;2021-11-03 01:55:35 +00:00;Trace 2158;Hans;x;1
14744;confirmed GDPR;2021-11-03 03:39:11 +00:00;Trace 2158;Hans;x;1
14745;receive application;2021-11-03 00:21:18 +00:00;Trace 2159;Julian;x;1
14746;confirm GDPR;2021-11-03 01:57:49 +00:00;Trace 2159;Julian;x;1
14747;confirmed GDPR;2021-11-03 03:23:37 +00:00;Trace 2159;Julian;x;1
14748;receive application;2021-11-03 00:04:06 +00:00;Trace 2160;Julian;x;1
14749;confirm GDPR;2021-11-03 01:06:41 +00:00;Trace 2160;Julian;x;1
14750;confirmed GDPR;2021-11-03 02:46:12 +00:00;Trace 2160;Julian;x;1
14751;receive application;2021-11-03 00:03:31 +00:00;Trace 2161;Peter;x;1
14752;confirm GDPR;2021-11-03 01:22:45 +00:00;Trace 2161;Peter;x;1
14753;confirmed GDPR;2021-11-03 02:27:36 +00:00;Trace 2161;Peter;x;1
14754;receive application;2021-11-03 00:12:44 +00:00;Trace 2162;Hans;x;1
14755;confirm GDPR;2021-11-03 01:44:08 +00:00;Trace 2162;Hans;x;1
14756;confirmed GDPR;2021-11-03 03:18:32 +00:00;Trace 2162;Hans;x;1
14757;receive application;2021-11-03 00:27:06 +00:00;Trace 2163;Julian;x;1
14758;confirm GDPR;2021-11-03 02:11:21 +00:00;Trace 2163;Julian;x;1
14759;decline GDPR;2021-11-03 03:53:42 +00:00;Trace 2163;Julian;x;1
14760;notify recruiter;2021-11-03 04:56:02 +00:00;Trace 2163;Julian;x;1, 3
14761;review application;2021-11-03 06:52:50 +00:00;Trace 2163;Julian;x;1
14762;delete data of applicant;2021-11-03 08:24:52 +00:00;Trace 2163;Julian;x;1, 4
14763;await answer;2021-11-03 09:33:12 +00:00;Trace 2163;Julian;x;1, 5
14764;hold interview;2021-11-03 11:11:40 +00:00;Trace 2163;Julian;x;1, 5
14765;receive application;2021-11-03 00:38:43 +00:00;Trace 2164;Julian;x;1
14766;confirm GDPR;2021-11-03 01:50:30 +00:00;Trace 2164;Julian;x;1
14767;confirmed GDPR;2021-11-03 03:43:34 +00:00;Trace 2164;Julian;x;1
14768;receive application;2021-11-02 23:41:39 +00:00;Trace 2165;Peter;x;1
14769;confirm GDPR;2021-11-03 01:23:16 +00:00;Trace 2165;Peter;x;1
14770;decline GDPR;2021-11-03 02:28:14 +00:00;Trace 2165;Peter;x;1
14771;notify recruiter;2021-11-03 04:26:54 +00:00;Trace 2165;Peter;x;1, 3
14772;review application;2021-11-03 06:00:11 +00:00;Trace 2165;Peter;x;1
14773;delete data of applicant;2021-11-03 07:37:45 +00:00;Trace 2165;Peter;x;1, 4
14774;await answer;2021-11-03 08:58:15 +00:00;Trace 2165;Peter;x;1, 5
14775;"applicant rejected/
delete data";2021-11-03 10:40:54 +00:00;Trace 2165;Peter;x;1, 5
14776;"reject application/
ask for permission to save data";2021-11-03 12:09:09 +00:00;Trace 2165;Peter;x;1
14777;await answer;2021-11-03 13:37:44 +00:00;Trace 2165;Peter;x;1, 5
14778;receive permission;2021-11-03 15:16:54 +00:00;Trace 2165;Peter;x;1
14779;delete data;2021-11-03 16:26:14 +00:00;Trace 2165;Peter;x;1
14780;receive application;2021-11-02 23:53:58 +00:00;Trace 2166;Hans;x;1
14781;confirm GDPR;2021-11-03 01:08:20 +00:00;Trace 2166;Hans;x;1
14782;decline GDPR;2021-11-03 02:16:41 +00:00;Trace 2166;Hans;x;1
14783;notify recruiter;2021-11-03 04:12:09 +00:00;Trace 2166;Hans;x;1, 3
14784;review application;2021-11-03 05:13:48 +00:00;Trace 2166;Hans;x;1
14785;delete data of applicant;2021-11-03 06:31:08 +00:00;Trace 2166;Hans;x;1, 4
14786;await answer;2021-11-03 07:31:10 +00:00;Trace 2166;Hans;x;1, 5
14787;"applicant rejected/
delete data";2021-11-03 09:28:40 +00:00;Trace 2166;Hans;x;1, 5
14788;"reject application/
ask for permission to save data";2021-11-03 11:04:21 +00:00;Trace 2166;Hans;x;1
14789;await answer;2021-11-03 12:38:06 +00:00;Trace 2166;Hans;x;1, 5
14790;decline permission;2021-11-03 14:18:07 +00:00;Trace 2166;Hans;x;1
14791;save data;2021-11-03 16:09:05 +00:00;Trace 2166;Hans;x;1, 3
14792;receive application;2021-11-03 00:08:38 +00:00;Trace 2167;Hans;x;1
14793;confirm GDPR;2021-11-03 01:40:37 +00:00;Trace 2167;Hans;x;1
14794;decline GDPR;2021-11-03 03:35:10 +00:00;Trace 2167;Hans;x;1
14795;notify recruiter;2021-11-03 05:09:25 +00:00;Trace 2167;Hans;x;1, 3
14796;review application;2021-11-03 07:08:48 +00:00;Trace 2167;Hans;x;1
14797;delete data of applicant;2021-11-03 08:50:33 +00:00;Trace 2167;Hans;x;1, 4
14798;await answer;2021-11-03 10:12:51 +00:00;Trace 2167;Hans;x;1, 5
14799;"applicant rejected/
delete data";2021-11-03 12:09:57 +00:00;Trace 2167;Hans;x;1, 5
14800;"reject application/
ask for permission to save data";2021-11-03 13:56:55 +00:00;Trace 2167;Hans;x;1
14801;await answer;2021-11-03 15:43:11 +00:00;Trace 2167;Hans;x;1, 5
14802;receive permission;2021-11-03 16:59:53 +00:00;Trace 2167;Hans;x;1
14803;delete data;2021-11-03 18:12:59 +00:00;Trace 2167;Hans;x;1
14804;receive application;2021-11-03 00:21:06 +00:00;Trace 2168;Hans;x;1
14805;confirm GDPR;2021-11-03 01:35:48 +00:00;Trace 2168;Hans;x;1
14806;decline GDPR;2021-11-03 03:33:09 +00:00;Trace 2168;Hans;x;1
14807;notify recruiter;2021-11-03 04:52:26 +00:00;Trace 2168;Hans;x;1, 3
14808;review application;2021-11-03 06:51:11 +00:00;Trace 2168;Hans;x;1
14809;schedule interview and send invitation;2021-11-03 08:06:31 +00:00;Trace 2168;Hans;x;1
14810;receive application;2021-11-03 00:00:50 +00:00;Trace 2169;Hans;x;1
14811;confirm GDPR;2021-11-03 01:47:16 +00:00;Trace 2169;Hans;x;1
14812;decline GDPR;2021-11-03 02:55:16 +00:00;Trace 2169;Hans;x;1
14813;notify recruiter;2021-11-03 04:43:09 +00:00;Trace 2169;Hans;x;1, 3
14814;review application;2021-11-03 06:11:02 +00:00;Trace 2169;Hans;x;1
14815;schedule interview and send invitation;2021-11-03 07:19:05 +00:00;Trace 2169;Hans;x;1
14816;receive application;2021-11-03 00:18:39 +00:00;Trace 2170;Hans;x;1
14817;confirm GDPR;2021-11-03 01:52:43 +00:00;Trace 2170;Hans;x;1
14818;decline GDPR;2021-11-03 02:54:38 +00:00;Trace 2170;Hans;x;1
14819;notify recruiter;2021-11-03 04:06:35 +00:00;Trace 2170;Hans;x;1, 3
14820;review application;2021-11-03 05:46:51 +00:00;Trace 2170;Hans;x;1
14821;delete data of applicant;2021-11-03 07:11:18 +00:00;Trace 2170;Hans;x;1, 4
14822;await answer;2021-11-03 08:12:42 +00:00;Trace 2170;Hans;x;1, 5
14823;hold interview;2021-11-03 09:41:42 +00:00;Trace 2170;Hans;x;1, 5
14824;receive application;2021-11-03 00:32:01 +00:00;Trace 2171;Julian;x;1
14825;confirm GDPR;2021-11-03 01:52:23 +00:00;Trace 2171;Julian;x;1
14826;confirmed GDPR;2021-11-03 02:56:52 +00:00;Trace 2171;Julian;x;1
14827;receive application;2021-11-03 00:38:11 +00:00;Trace 2172;Peter;x;1
14828;confirm GDPR;2021-11-03 01:55:47 +00:00;Trace 2172;Peter;x;1
14829;decline GDPR;2021-11-03 03:39:00 +00:00;Trace 2172;Peter;x;1
14830;notify recruiter;2021-11-03 05:20:46 +00:00;Trace 2172;Peter;x;1, 3
14831;review application;2021-11-03 06:26:23 +00:00;Trace 2172;Peter;x;1
14832;schedule interview and send invitation;2021-11-03 08:04:44 +00:00;Trace 2172;Peter;x;1
14833;receive application;2021-11-02 23:52:47 +00:00;Trace 2173;Hans;x;1
14834;confirm GDPR;2021-11-03 01:45:26 +00:00;Trace 2173;Hans;x;1
14835;confirmed GDPR;2021-11-03 02:49:12 +00:00;Trace 2173;Hans;x;1
14836;receive application;2021-11-02 23:56:27 +00:00;Trace 2174;Hans;x;1
14837;confirm GDPR;2021-11-03 01:11:05 +00:00;Trace 2174;Hans;x;1
14838;confirmed GDPR;2021-11-03 02:48:09 +00:00;Trace 2174;Hans;x;1
14839;receive application;2021-11-02 23:54:31 +00:00;Trace 2175;Julian;x;1
14840;confirm GDPR;2021-11-03 01:32:18 +00:00;Trace 2175;Julian;x;1
14841;confirmed GDPR;2021-11-03 03:13:52 +00:00;Trace 2175;Julian;x;1
14842;receive application;2021-11-03 00:07:14 +00:00;Trace 2176;Julian;x;1
14843;confirm GDPR;2021-11-03 01:16:07 +00:00;Trace 2176;Julian;x;1
14844;confirmed GDPR;2021-11-03 03:10:58 +00:00;Trace 2176;Julian;x;1
14845;receive application;2021-11-03 00:04:16 +00:00;Trace 2177;Julian;x;1
14846;confirm GDPR;2021-11-03 01:44:54 +00:00;Trace 2177;Julian;x;1
14847;confirmed GDPR;2021-11-03 03:32:24 +00:00;Trace 2177;Julian;x;1
14848;receive application;2021-11-03 00:12:07 +00:00;Trace 2178;Hans;x;1
14849;confirm GDPR;2021-11-03 01:13:59 +00:00;Trace 2178;Hans;x;1
14850;decline GDPR;2021-11-03 02:33:05 +00:00;Trace 2178;Hans;x;1
14851;notify recruiter;2021-11-03 03:45:33 +00:00;Trace 2178;Hans;x;1, 3
14852;review application;2021-11-03 04:54:37 +00:00;Trace 2178;Hans;x;1
14853;schedule interview and send invitation;2021-11-03 06:20:14 +00:00;Trace 2178;Hans;x;1
14854;receive application;2021-11-02 23:57:13 +00:00;Trace 2179;Peter;x;1
14855;confirm GDPR;2021-11-03 01:41:28 +00:00;Trace 2179;Peter;x;1
14856;confirmed GDPR;2021-11-03 02:50:07 +00:00;Trace 2179;Peter;x;1
14857;receive application;2021-11-02 23:50:53 +00:00;Trace 2180;Peter;x;1
14858;confirm GDPR;2021-11-03 01:47:59 +00:00;Trace 2180;Peter;x;1
14859;decline GDPR;2021-11-03 03:20:02 +00:00;Trace 2180;Peter;x;1
14860;notify recruiter;2021-11-03 04:38:27 +00:00;Trace 2180;Peter;x;1, 3
14861;review application;2021-11-03 05:46:54 +00:00;Trace 2180;Peter;x;1
14862;delete data of applicant;2021-11-03 07:09:53 +00:00;Trace 2180;Peter;x;1, 4
14863;await answer;2021-11-03 08:14:00 +00:00;Trace 2180;Peter;x;1, 5
14864;hold interview;2021-11-03 09:30:30 +00:00;Trace 2180;Peter;x;1, 5
14865;receive application;2021-11-03 00:27:23 +00:00;Trace 2181;Peter;x;1
14866;confirm GDPR;2021-11-03 01:57:47 +00:00;Trace 2181;Peter;x;1
14867;confirmed GDPR;2021-11-03 03:40:55 +00:00;Trace 2181;Peter;x;1
14868;receive application;2021-11-02 23:53:25 +00:00;Trace 2182;Peter;x;1
14869;confirm GDPR;2021-11-03 01:52:36 +00:00;Trace 2182;Peter;x;1
14870;confirmed GDPR;2021-11-03 03:07:27 +00:00;Trace 2182;Peter;x;1
14871;receive application;2021-11-02 23:45:15 +00:00;Trace 2183;Julian;x;1
14872;confirm GDPR;2021-11-03 01:02:58 +00:00;Trace 2183;Julian;x;1
14873;confirmed GDPR;2021-11-03 02:37:38 +00:00;Trace 2183;Julian;x;1
14874;receive application;2021-11-02 23:59:13 +00:00;Trace 2184;Hans;x;1
14875;confirm GDPR;2021-11-03 01:20:51 +00:00;Trace 2184;Hans;x;1
14876;decline GDPR;2021-11-03 02:57:52 +00:00;Trace 2184;Hans;x;1
14877;notify recruiter;2021-11-03 04:53:39 +00:00;Trace 2184;Hans;x;1, 3
14878;review application;2021-11-03 06:29:47 +00:00;Trace 2184;Hans;x;1
14879;delete data of applicant;2021-11-03 07:56:17 +00:00;Trace 2184;Hans;x;1, 4
14880;await answer;2021-11-03 08:57:26 +00:00;Trace 2184;Hans;x;1, 5
14881;"applicant rejected/
delete data";2021-11-03 10:38:36 +00:00;Trace 2184;Hans;x;1, 5
14882;send to assessment center;2021-11-03 11:51:13 +00:00;Trace 2184;Hans;x;1
14883;create and send offer;2021-11-03 13:27:02 +00:00;Trace 2184;Hans;x;1
14884;receive application;2021-11-02 23:53:41 +00:00;Trace 2185;Peter;x;1
14885;confirm GDPR;2021-11-03 01:10:18 +00:00;Trace 2185;Peter;x;1
14886;confirmed GDPR;2021-11-03 02:44:03 +00:00;Trace 2185;Peter;x;1
14887;receive application;2021-11-03 00:29:29 +00:00;Trace 2186;Hans;x;1
14888;confirm GDPR;2021-11-03 02:09:01 +00:00;Trace 2186;Hans;x;1
14889;confirmed GDPR;2021-11-03 03:45:45 +00:00;Trace 2186;Hans;x;1
14890;receive application;2021-11-03 00:30:31 +00:00;Trace 2187;Hans;x;1
14891;confirm GDPR;2021-11-03 02:01:36 +00:00;Trace 2187;Hans;x;1
14892;decline GDPR;2021-11-03 03:25:11 +00:00;Trace 2187;Hans;x;1
14893;notify recruiter;2021-11-03 04:41:37 +00:00;Trace 2187;Hans;x;1, 3
14894;review application;2021-11-03 06:18:48 +00:00;Trace 2187;Hans;x;1
14895;schedule interview and send invitation;2021-11-03 07:23:42 +00:00;Trace 2187;Hans;x;1
14896;receive application;2021-11-03 00:17:28 +00:00;Trace 2188;Julian;x;1
14897;confirm GDPR;2021-11-03 01:24:03 +00:00;Trace 2188;Julian;x;1
14898;decline GDPR;2021-11-03 03:00:23 +00:00;Trace 2188;Julian;x;1
14899;notify recruiter;2021-11-03 04:38:30 +00:00;Trace 2188;Julian;x;1, 3
14900;review application;2021-11-03 06:25:19 +00:00;Trace 2188;Julian;x;1
14901;schedule interview and send invitation;2021-11-03 07:50:35 +00:00;Trace 2188;Julian;x;1
14902;receive application;2021-11-02 23:50:01 +00:00;Trace 2189;Hans;x;1
14903;confirm GDPR;2021-11-03 01:06:37 +00:00;Trace 2189;Hans;x;1
14904;decline GDPR;2021-11-03 02:31:17 +00:00;Trace 2189;Hans;x;1
14905;notify recruiter;2021-11-03 04:29:55 +00:00;Trace 2189;Hans;x;1, 3
14906;review application;2021-11-03 06:02:22 +00:00;Trace 2189;Hans;x;1
14907;delete data of applicant;2021-11-03 07:58:20 +00:00;Trace 2189;Hans;x;1, 4
14908;await answer;2021-11-03 09:43:58 +00:00;Trace 2189;Hans;x;1, 5
14909;hold interview;2021-11-03 11:22:56 +00:00;Trace 2189;Hans;x;1, 5
14910;receive application;2021-11-02 23:48:49 +00:00;Trace 2190;Hans;x;1
14911;confirm GDPR;2021-11-03 00:53:49 +00:00;Trace 2190;Hans;x;1
14912;decline GDPR;2021-11-03 02:35:49 +00:00;Trace 2190;Hans;x;1
14913;notify recruiter;2021-11-03 03:46:25 +00:00;Trace 2190;Hans;x;1, 3
14914;review application;2021-11-03 04:49:54 +00:00;Trace 2190;Hans;x;1
14915;delete data of applicant;2021-11-03 06:33:54 +00:00;Trace 2190;Hans;x;1, 4
14916;await answer;2021-11-03 07:34:23 +00:00;Trace 2190;Hans;x;1, 5
14917;hold interview;2021-11-03 09:15:57 +00:00;Trace 2190;Hans;x;1, 5
14918;receive application;2021-11-02 23:54:49 +00:00;Trace 2191;Peter;x;1
14919;confirm GDPR;2021-11-03 01:22:08 +00:00;Trace 2191;Peter;x;1
14920;decline GDPR;2021-11-03 03:14:53 +00:00;Trace 2191;Peter;x;1
14921;notify recruiter;2021-11-03 04:59:54 +00:00;Trace 2191;Peter;x;1, 3
14922;review application;2021-11-03 06:42:23 +00:00;Trace 2191;Peter;x;1
14923;schedule interview and send invitation;2021-11-03 07:50:10 +00:00;Trace 2191;Peter;x;1
14924;receive application;2021-11-03 00:10:06 +00:00;Trace 2192;Hans;x;1
14925;confirm GDPR;2021-11-03 02:08:01 +00:00;Trace 2192;Hans;x;1
14926;confirmed GDPR;2021-11-03 03:08:06 +00:00;Trace 2192;Hans;x;1
14927;receive application;2021-11-03 00:18:01 +00:00;Trace 2193;Peter;x;1
14928;confirm GDPR;2021-11-03 02:01:47 +00:00;Trace 2193;Peter;x;1
14929;decline GDPR;2021-11-03 03:39:29 +00:00;Trace 2193;Peter;x;1
14930;notify recruiter;2021-11-03 04:46:57 +00:00;Trace 2193;Peter;x;1, 3
14931;review application;2021-11-03 06:45:48 +00:00;Trace 2193;Peter;x;1
14932;delete data of applicant;2021-11-03 07:59:44 +00:00;Trace 2193;Peter;x;1, 4
14933;await answer;2021-11-03 09:23:47 +00:00;Trace 2193;Peter;x;1, 5
14934;hold interview;2021-11-03 10:50:27 +00:00;Trace 2193;Peter;x;1, 5
14935;receive application;2021-11-02 23:52:23 +00:00;Trace 2194;Peter;x;1
14936;confirm GDPR;2021-11-03 01:05:28 +00:00;Trace 2194;Peter;x;1
14937;decline GDPR;2021-11-03 02:28:49 +00:00;Trace 2194;Peter;x;1
14938;notify recruiter;2021-11-03 04:12:32 +00:00;Trace 2194;Peter;x;1, 3
14939;review application;2021-11-03 05:41:45 +00:00;Trace 2194;Peter;x;1
14940;schedule interview and send invitation;2021-11-03 07:40:48 +00:00;Trace 2194;Peter;x;1
14941;receive application;2021-11-03 00:29:14 +00:00;Trace 2195;Peter;x;1
14942;confirm GDPR;2021-11-03 01:33:04 +00:00;Trace 2195;Peter;x;1
14943;decline GDPR;2021-11-03 02:43:48 +00:00;Trace 2195;Peter;x;1
14944;notify recruiter;2021-11-03 04:37:46 +00:00;Trace 2195;Peter;x;1, 3
14945;review application;2021-11-03 05:50:19 +00:00;Trace 2195;Peter;x;1
14946;schedule interview and send invitation;2021-11-03 06:56:43 +00:00;Trace 2195;Peter;x;1
14947;receive application;2021-11-03 00:02:05 +00:00;Trace 2196;Julian;x;1
14948;confirm GDPR;2021-11-03 01:55:56 +00:00;Trace 2196;Julian;x;1
14949;decline GDPR;2021-11-03 03:47:08 +00:00;Trace 2196;Julian;x;1
14950;notify recruiter;2021-11-03 05:07:51 +00:00;Trace 2196;Julian;x;1, 3
14951;review application;2021-11-03 06:38:48 +00:00;Trace 2196;Julian;x;1
14952;schedule interview and send invitation;2021-11-03 07:47:18 +00:00;Trace 2196;Julian;x;1
14953;receive application;2021-11-03 00:33:11 +00:00;Trace 2197;Hans;x;1
14954;confirm GDPR;2021-11-03 02:07:52 +00:00;Trace 2197;Hans;x;1
14955;confirmed GDPR;2021-11-03 03:30:37 +00:00;Trace 2197;Hans;x;1
14956;receive application;2021-11-03 00:07:25 +00:00;Trace 2198;Peter;x;1
14957;confirm GDPR;2021-11-03 01:26:19 +00:00;Trace 2198;Peter;x;1
14958;decline GDPR;2021-11-03 03:15:48 +00:00;Trace 2198;Peter;x;1
14959;notify recruiter;2021-11-03 05:03:49 +00:00;Trace 2198;Peter;x;1, 3
14960;review application;2021-11-03 06:56:39 +00:00;Trace 2198;Peter;x;1
14961;delete data of applicant;2021-11-03 08:06:38 +00:00;Trace 2198;Peter;x;1, 4
14962;await answer;2021-11-03 09:51:33 +00:00;Trace 2198;Peter;x;1, 5
14963;hold interview;2021-11-03 11:48:28 +00:00;Trace 2198;Peter;x;1, 5
14964;receive application;2021-11-03 00:15:16 +00:00;Trace 2199;Hans;x;1
14965;confirm GDPR;2021-11-03 01:42:36 +00:00;Trace 2199;Hans;x;1
14966;decline GDPR;2021-11-03 02:57:34 +00:00;Trace 2199;Hans;x;1
14967;notify recruiter;2021-11-03 04:56:05 +00:00;Trace 2199;Hans;x;1, 3
14968;review application;2021-11-03 06:04:08 +00:00;Trace 2199;Hans;x;1
14969;schedule interview and send invitation;2021-11-03 07:38:47 +00:00;Trace 2199;Hans;x;1
14970;receive application;2021-11-03 00:26:14 +00:00;Trace 2200;Peter;x;1
14971;confirm GDPR;2021-11-03 01:45:31 +00:00;Trace 2200;Peter;x;1
14972;confirmed GDPR;2021-11-03 03:35:51 +00:00;Trace 2200;Peter;x;1
14973;receive application;2021-11-03 00:15:01 +00:00;Trace 2201;Peter;x;1
14974;confirm GDPR;2021-11-03 02:06:30 +00:00;Trace 2201;Peter;x;1
14975;confirmed GDPR;2021-11-03 04:02:34 +00:00;Trace 2201;Peter;x;1
14976;receive application;2021-11-03 00:03:29 +00:00;Trace 2202;Hans;x;1
14977;confirm GDPR;2021-11-03 02:02:55 +00:00;Trace 2202;Hans;x;1
14978;decline GDPR;2021-11-03 03:18:12 +00:00;Trace 2202;Hans;x;1
14979;notify recruiter;2021-11-03 04:24:34 +00:00;Trace 2202;Hans;x;1, 3
14980;review application;2021-11-03 05:42:27 +00:00;Trace 2202;Hans;x;1
14981;schedule interview and send invitation;2021-11-03 07:10:49 +00:00;Trace 2202;Hans;x;1
14982;receive application;2021-11-03 00:12:54 +00:00;Trace 2203;Peter;x;1
14983;confirm GDPR;2021-11-03 02:10:23 +00:00;Trace 2203;Peter;x;1
14984;confirmed GDPR;2021-11-03 03:37:09 +00:00;Trace 2203;Peter;x;1
14985;receive application;2021-11-02 23:56:15 +00:00;Trace 2204;Peter;x;1
14986;confirm GDPR;2021-11-03 01:05:00 +00:00;Trace 2204;Peter;x;1
14987;confirmed GDPR;2021-11-03 02:12:03 +00:00;Trace 2204;Peter;x;1
14988;receive application;2021-11-03 00:27:32 +00:00;Trace 2205;Julian;x;1
14989;confirm GDPR;2021-11-03 01:34:59 +00:00;Trace 2205;Julian;x;1
14990;confirmed GDPR;2021-11-03 02:47:55 +00:00;Trace 2205;Julian;x;1
14991;receive application;2021-11-02 23:55:02 +00:00;Trace 2206;Hans;x;1
14992;confirm GDPR;2021-11-03 01:13:53 +00:00;Trace 2206;Hans;x;1
14993;confirmed GDPR;2021-11-03 03:08:57 +00:00;Trace 2206;Hans;x;1
14994;receive application;2021-11-02 23:53:26 +00:00;Trace 2207;Hans;x;1
14995;confirm GDPR;2021-11-03 01:16:34 +00:00;Trace 2207;Hans;x;1
14996;decline GDPR;2021-11-03 03:15:03 +00:00;Trace 2207;Hans;x;1
14997;notify recruiter;2021-11-03 04:56:46 +00:00;Trace 2207;Hans;x;1, 3
14998;review application;2021-11-03 06:18:44 +00:00;Trace 2207;Hans;x;1
14999;schedule interview and send invitation;2021-11-03 07:25:52 +00:00;Trace 2207;Hans;x;1
15000;receive application;2021-11-03 00:39:12 +00:00;Trace 2208;Hans;x;1
15001;confirm GDPR;2021-11-03 01:51:58 +00:00;Trace 2208;Hans;x;1
15002;confirmed GDPR;2021-11-03 03:51:15 +00:00;Trace 2208;Hans;x;1
15003;receive application;2021-11-03 00:23:20 +00:00;Trace 2209;Peter;x;1
15004;confirm GDPR;2021-11-03 01:59:02 +00:00;Trace 2209;Peter;x;1
