ID;concept:name;time:timestamp;case:concept:name;pName;error_case;error_reason
10023;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3627;Kevin;x;1, 2
10024;send to assessment center;1970-01-01 08:00:00+00:00;Trace 3627;Kevin;x;1, 2
10025;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 3627;Kevin;x;1, 2
10026;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 3627;Kevin;x;1, 2
10027;hold intervierw;1970-01-01 07:00:00+00:00;Trace 3627;Kevin;x;1, 2
10028;review application;1970-01-01 04:00:00+00:00;Trace 3627;Kevin;x;1, 2
10029;create and send offer;1970-01-01 09:00:00+00:00;Trace 3627;Kevin;x;1, 2
10030;wait for answer to offer;1970-01-01 10:00:00+00:00;Trace 3627;Kevin;x;1, 2
10031;hire candidate;1970-01-01 11:00:00+00:00;Trace 3627;Kevin;x;1, 2
10032;begin onboarding process;1970-01-01 12:00:00+00:00;Trace 3627;Kevin;x;1, 2
10033;receive application;1970-01-01 00:00:00+00:00;Trace 3431;Kevin;x;1, 2
10034;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3431;Kevin;x;1, 2
10035;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 3431;Kevin;x;1, 2
10036;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3431;Kevin;x;1, 2
10037;review application;1970-01-01 04:00:00+00:00;Trace 3431;Kevin;x;1, 2
10038;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 3431;Kevin;x;1, 2
10039;85h6emnf4pq14;1970-01-01 06:00:00+00:00;Trace 3431;Kevin;x;1, 5, 2
10040;hold intervierw;1970-01-01 07:00:00+00:00;Trace 3431;Kevin;x;1, 2
10041;send to assessment center;1970-01-01 08:00:00+00:00;Trace 3431;Kevin;x;1, 2
10042;create and send offer;1970-01-01 09:00:00+00:00;Trace 3431;Kevin;x;1, 2
10043;wait for answer to offer;1970-01-01 10:00:00+00:00;Trace 3431;Kevin;x;1, 2
10044;receive application;1970-01-01 00:00:00+00:00;Trace 2929;Kevin;x;2
10045;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2929;Kevin;x;2
10046;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 2929;Kevin;x;2
10047;notify recruiter;1970-01-01 03:00:00+00:00;Trace 2929;Kevin;x;2
10048;review application;1970-01-01 04:00:00+00:00;Trace 2929;Kevin;x;2
10049;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 2929;Kevin;x;2
10050;receive application;1970-01-01 00:00:00+00:00;Trace 146;Julian;;
10051;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 146;Julian;;
10052;decline GDPR;1970-01-01 02:00:00+00:00;Trace 146;Julian;;
10053;receive application;1970-01-01 00:00:00+00:00;Trace 641;Julian;;
10054;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 641;Julian;;
10055;decline GDPR;1970-01-01 02:00:00+00:00;Trace 641;Julian;;
10056;receive application;1970-01-01 00:00:00+00:00;Trace 3437;Julian;;
10057;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3437;Julian;;
10058;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 3437;Julian;;
10059;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3437;Julian;;
10060;review application;1970-01-01 04:00:00+00:00;Trace 3437;Julian;;
10061;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 3437;Julian;;
10062;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 3437;Julian;;
10063;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 3437;Julian;;
10064;receive application;1970-01-01 00:00:00+00:00;Trace 1284;Hans;;
10065;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1284;Hans;;
10066;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 1284;Hans;;
10067;notify recruiter;1970-01-01 03:00:00+00:00;Trace 1284;Hans;;
10068;review application;1970-01-01 04:00:00+00:00;Trace 1284;Hans;;
10069;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 1284;Hans;;
10070;receive application;1970-01-01 00:00:00+00:00;Trace 2495;Hans;;
10071;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2495;Hans;;
10072;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2495;Hans;;
10073;receive application;1970-01-01 00:00:00+00:00;Trace 2832;Hans;;
10074;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2832;Hans;;
10075;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 2832;Hans;;
10076;notify recruiter;1970-01-01 03:00:00+00:00;Trace 2832;Hans;;
10077;review application;1970-01-01 04:00:00+00:00;Trace 2832;Hans;;
10078;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 2832;Hans;;
10079;receive application;1970-01-01 00:00:00+00:00;Trace 1112;Kevin;x;2
10080;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1112;Kevin;x;2
10081;decline GDPR;1970-01-01 02:00:00+00:00;Trace 1112;Kevin;x;2
10082;receive application;1970-01-01 00:00:00+00:00;Trace 3283;Julian;;
10083;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3283;Julian;;
10084;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 3283;Julian;;
10085;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3283;Julian;;
10086;review application;1970-01-01 04:00:00+00:00;Trace 3283;Julian;;
10087;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 3283;Julian;;
10088;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 3283;Julian;;
10089;hold intervierw;1970-01-01 07:00:00+00:00;Trace 3283;Julian;;
10090;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 3283;Julian;;
10091;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 3283;Julian;;
10092;receive permission;1970-01-01 10:00:00+00:00;Trace 3283;Julian;;
10093;save data;1970-01-01 11:00:00+00:00;Trace 3283;Julian;;
10094;receive application;1970-01-01 00:00:00+00:00;Trace 3845;Julian;;
10095;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3845;Julian;;
10096;decline GDPR;1970-01-01 02:00:00+00:00;Trace 3845;Julian;;
10097;receive application;1970-01-01 00:00:00+00:00;Trace 3670;Hans;;
10098;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3670;Hans;;
10099;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 3670;Hans;;
10100;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3670;Hans;;
10101;review application;1970-01-01 04:00:00+00:00;Trace 3670;Hans;;
10102;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 3670;Hans;;
10103;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 3670;Hans;;
10104;hold intervierw;1970-01-01 07:00:00+00:00;Trace 3670;Hans;;
10105;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 3670;Hans;;
10106;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 3670;Hans;;
10107;receive permission;1970-01-01 10:00:00+00:00;Trace 3670;Hans;;
10108;save data;1970-01-01 11:00:00+00:00;Trace 3670;Hans;;
10109;receive application;1970-01-01 00:00:00+00:00;Trace 1879;Hans;;
10110;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1879;Hans;;
10111;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 1879;Hans;;
10112;notify recruiter;1970-01-01 03:00:00+00:00;Trace 1879;Hans;;
10113;review application;1970-01-01 04:00:00+00:00;Trace 1879;Hans;;
10114;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 1879;Hans;;
10115;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 1879;Hans;;
10116;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 1879;Hans;;
10117;receive application;1970-01-01 00:00:00+00:00;Trace 865;Peter;;
10118;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 865;Peter;;
10119;decline GDPR;1970-01-01 02:00:00+00:00;Trace 865;Peter;;
10120;receive application;1970-01-01 00:00:00+00:00;Trace 2982;Peter;;
10121;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2982;Peter;;
10122;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 2982;Peter;;
10123;notify recruiter;1970-01-01 03:00:00+00:00;Trace 2982;Peter;;
10124;review application;1970-01-01 04:00:00+00:00;Trace 2982;Peter;;
10125;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 2982;Peter;;
10126;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 2982;Peter;;
10127;hold intervierw;1970-01-01 07:00:00+00:00;Trace 2982;Peter;;
10128;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 2982;Peter;;
10129;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 2982;Peter;;
10130;decline permission;1970-01-01 10:00:00+00:00;Trace 2982;Peter;;
10131;delete data;1970-01-01 11:00:00+00:00;Trace 2982;Peter;;
10132;receive application;1970-01-01 00:00:00+00:00;Trace 3965;Kevin;x;2
10133;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3965;Kevin;x;2
10134;decline GDPR;1970-01-01 02:00:00+00:00;Trace 3965;Kevin;x;2
10135;receive application;1970-01-01 00:00:00+00:00;Trace 597;Hans;;
10136;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 597;Hans;;
10137;decline GDPR;1970-01-01 02:00:00+00:00;Trace 597;Hans;;
10138;receive application;1970-01-01 00:00:00+00:00;Trace 3249;Julian;;
10139;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3249;Julian;;
10140;decline GDPR;1970-01-01 02:00:00+00:00;Trace 3249;Julian;;
10141;receive application;1970-01-01 00:00:00+00:00;Trace 1383;Julian;;
10142;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1383;Julian;;
10143;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 1383;Julian;;
10144;notify recruiter;1970-01-01 03:00:00+00:00;Trace 1383;Julian;;
10145;review application;1970-01-01 04:00:00+00:00;Trace 1383;Julian;;
10146;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 1383;Julian;;
10147;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 1383;Julian;;
10148;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 1383;Julian;;
10149;receive application;1970-01-01 00:00:00+00:00;Trace 2722;Kevin;x;2
10150;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2722;Kevin;x;2
10151;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 2722;Kevin;x;2
10152;notify recruiter;1970-01-01 03:00:00+00:00;Trace 2722;Kevin;x;2
10153;review application;1970-01-01 04:00:00+00:00;Trace 2722;Kevin;x;2
10154;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 2722;Kevin;x;2
10155;receive application;1970-01-01 00:00:00+00:00;Trace 2343;Julian;;
10156;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2343;Julian;;
10157;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 2343;Julian;;
10158;notify recruiter;1970-01-01 03:00:00+00:00;Trace 2343;Julian;;
10159;review application;1970-01-01 04:00:00+00:00;Trace 2343;Julian;;
10160;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 2343;Julian;;
10161;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 2343;Julian;;
10162;hold intervierw;1970-01-01 07:00:00+00:00;Trace 2343;Julian;;
10163;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 2343;Julian;;
10164;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 2343;Julian;;
10165;decline permission;1970-01-01 10:00:00+00:00;Trace 2343;Julian;;
10166;delete data;1970-01-01 11:00:00+00:00;Trace 2343;Julian;;
10167;receive application;1970-01-01 00:00:00+00:00;Trace 3727;Kevin;x;2
10168;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3727;Kevin;x;2
10169;decline GDPR;1970-01-01 02:00:00+00:00;Trace 3727;Kevin;x;2
10170;receive application;1970-01-01 00:00:00+00:00;Trace 1150;Kevin;x;2
10171;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1150;Kevin;x;2
10172;decline GDPR;1970-01-01 02:00:00+00:00;Trace 1150;Kevin;x;2
10173;receive application;1970-01-01 00:00:00+00:00;Trace 1030;Hans;;
10174;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1030;Hans;;
10175;decline GDPR;1970-01-01 02:00:00+00:00;Trace 1030;Hans;;
10176;receive application;1970-01-01 00:00:00+00:00;Trace 2007;Kevin;x;2
10177;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2007;Kevin;x;2
10178;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2007;Kevin;x;2
10179;receive application;1970-01-01 00:00:00+00:00;Trace 1800;Hans;;
10180;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1800;Hans;;
10181;decline GDPR;1970-01-01 02:00:00+00:00;Trace 1800;Hans;;
10182;receive application;1970-01-01 00:00:00+00:00;Trace 3055;Hans;;
10183;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3055;Hans;;
10184;decline GDPR;1970-01-01 02:00:00+00:00;Trace 3055;Hans;;
10185;receive application;1970-01-01 00:00:00+00:00;Trace 823;Peter;;
10186;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 823;Peter;;
10187;decline GDPR;1970-01-01 02:00:00+00:00;Trace 823;Peter;;
10188;receive application;1970-01-01 00:00:00+00:00;Trace 276;Peter;;
10189;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 276;Peter;;
10190;decline GDPR;1970-01-01 02:00:00+00:00;Trace 276;Peter;;
10191;receive application;1970-01-01 00:00:00+00:00;Trace 2177;Julian;;
10192;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2177;Julian;;
10193;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2177;Julian;;
10194;receive application;1970-01-01 00:00:00+00:00;Trace 2698;Kevin;x;2
10195;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2698;Kevin;x;2
10196;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 2698;Kevin;x;2
10197;notify recruiter;1970-01-01 03:00:00+00:00;Trace 2698;Kevin;x;2
10198;review application;1970-01-01 04:00:00+00:00;Trace 2698;Kevin;x;2
10199;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 2698;Kevin;x;2
10200;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 2698;Kevin;x;2
10201;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 2698;Kevin;x;2
10202;receive application;1970-01-01 00:00:00+00:00;Trace 858;Peter;;
10203;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 858;Peter;;
10204;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 858;Peter;;
10205;notify recruiter;1970-01-01 03:00:00+00:00;Trace 858;Peter;;
10206;review application;1970-01-01 04:00:00+00:00;Trace 858;Peter;;
10207;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 858;Peter;;
10208;receive application;1970-01-01 00:00:00+00:00;Trace 1927;Peter;x;1
10209;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1927;Peter;x;1
10210;sfq75cvblg6hd;1970-01-01 02:00:00+00:00;Trace 1927;Peter;x;1, 5
10211;notify recruiter;1970-01-01 03:00:00+00:00;Trace 1927;Peter;x;1
10212;review application;1970-01-01 04:00:00+00:00;Trace 1927;Peter;x;1
10213;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 1927;Peter;x;1
10214;receive application;1970-01-01 00:00:00+00:00;Trace 2578;Hans;;
10215;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2578;Hans;;
10216;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2578;Hans;;
10217;receive application;1970-01-01 00:00:00+00:00;Trace 2668;Julian;;
10218;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2668;Julian;;
10219;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2668;Julian;;
10220;receive application;1970-01-01 00:00:00+00:00;Trace 664;Peter;;
10221;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 664;Peter;;
10222;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 664;Peter;;
10223;notify recruiter;1970-01-01 03:00:00+00:00;Trace 664;Peter;;
10224;review application;1970-01-01 04:00:00+00:00;Trace 664;Peter;;
10225;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 664;Peter;;
10226;receive application;1970-01-01 00:00:00+00:00;Trace 290;Julian;;
10227;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 290;Julian;;
10228;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 290;Julian;;
10229;notify recruiter;1970-01-01 03:00:00+00:00;Trace 290;Julian;;
10230;review application;1970-01-01 04:00:00+00:00;Trace 290;Julian;;
10231;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 290;Julian;;
10232;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 290;Julian;;
10233;hold intervierw;1970-01-01 07:00:00+00:00;Trace 290;Julian;;
10234;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 290;Julian;;
10235;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 290;Julian;;
10236;decline permission;1970-01-01 10:00:00+00:00;Trace 290;Julian;;
10237;delete data;1970-01-01 11:00:00+00:00;Trace 290;Julian;;
10238;receive application;1970-01-01 00:00:00+00:00;Trace 3433;Hans;;
10239;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3433;Hans;;
10240;decline GDPR;1970-01-01 02:00:00+00:00;Trace 3433;Hans;;
10241;receive application;1970-01-01 00:00:00+00:00;Trace 3104;Hans;;
10242;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3104;Hans;;
10243;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 3104;Hans;;
10244;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3104;Hans;;
10245;review application;1970-01-01 04:00:00+00:00;Trace 3104;Hans;;
10246;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 3104;Hans;;
10247;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 3104;Hans;;
10248;hold intervierw;1970-01-01 07:00:00+00:00;Trace 3104;Hans;;
10249;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 3104;Hans;;
10250;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 3104;Hans;;
10251;decline permission;1970-01-01 10:00:00+00:00;Trace 3104;Hans;;
10252;delete data;1970-01-01 11:00:00+00:00;Trace 3104;Hans;;
10253;receive application;1970-01-01 00:00:00+00:00;Trace 3958;Peter;;
10254;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3958;Peter;;
10255;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 3958;Peter;;
10256;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3958;Peter;;
10257;review application;1970-01-01 04:00:00+00:00;Trace 3958;Peter;;
10258;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 3958;Peter;;
10259;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 3958;Peter;;
10260;hold intervierw;1970-01-01 07:00:00+00:00;Trace 3958;Peter;;
10261;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 3958;Peter;;
10262;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 3958;Peter;;
10263;receive permission;1970-01-01 10:00:00+00:00;Trace 3958;Peter;;
10264;save data;1970-01-01 11:00:00+00:00;Trace 3958;Peter;;
10265;receive application;1970-01-01 00:00:00+00:00;Trace 3733;Hans;;
10266;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3733;Hans;;
10267;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 3733;Hans;;
10268;notify recruiter;1970-01-01 03:00:00+00:00;Trace 3733;Hans;;
10269;review application;1970-01-01 04:00:00+00:00;Trace 3733;Hans;;
10270;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 3733;Hans;;
10271;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 3733;Hans;;
10272;hold intervierw;1970-01-01 07:00:00+00:00;Trace 3733;Hans;;
10273;"reject application/
ask for permission to save data";1970-01-01 08:00:00+00:00;Trace 3733;Hans;;
10274;await answer of applicant;1970-01-01 09:00:00+00:00;Trace 3733;Hans;;
10275;receive permission;1970-01-01 10:00:00+00:00;Trace 3733;Hans;;
10276;save data;1970-01-01 11:00:00+00:00;Trace 3733;Hans;;
10277;receive application;1970-01-01 00:00:00+00:00;Trace 3718;Julian;;
10278;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 3718;Julian;;
10279;decline GDPR;1970-01-01 02:00:00+00:00;Trace 3718;Julian;;
10280;receive application;1970-01-01 00:00:00+00:00;Trace 655;Peter;;
10281;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 655;Peter;;
10282;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 655;Peter;;
10283;notify recruiter;1970-01-01 03:00:00+00:00;Trace 655;Peter;;
10284;review application;1970-01-01 04:00:00+00:00;Trace 655;Peter;;
10285;schedule interview and send invitation;1970-01-01 05:00:00+00:00;Trace 655;Peter;;
10286;"await answer
for interview";1970-01-01 06:00:00+00:00;Trace 655;Peter;;
10287;"applicant rejected/
delete data";1970-01-01 07:00:00+00:00;Trace 655;Peter;;
10288;receive application;1970-01-01 00:00:00+00:00;Trace 2744;Julian;;
10289;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2744;Julian;;
10290;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2744;Julian;;
10291;receive application;1970-01-01 00:00:00+00:00;Trace 1358;Peter;;
10292;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1358;Peter;;
10293;confirmed GDPR;1970-01-01 02:00:00+00:00;Trace 1358;Peter;;
10294;notify recruiter;1970-01-01 03:00:00+00:00;Trace 1358;Peter;;
10295;review application;1970-01-01 04:00:00+00:00;Trace 1358;Peter;;
10296;delete data of applicant;1970-01-01 05:00:00+00:00;Trace 1358;Peter;;
10297;receive application;1970-01-01 00:00:00+00:00;Trace 2030;Peter;;
10298;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2030;Peter;;
10299;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2030;Peter;;
10300;receive application;1970-01-01 00:00:00+00:00;Trace 1021;Hans;;
10301;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1021;Hans;;
10302;decline GDPR;1970-01-01 02:00:00+00:00;Trace 1021;Hans;;
10303;receive application;1970-01-01 00:00:00+00:00;Trace 1343;Kevin;x;1, 2
10304;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 1343;Kevin;x;1, 2
10305;odj47tgqt5naj;1970-01-01 01:00:00+00:00;Trace 1343;Kevin;x;1, 5, 2
10306;decline GDPR;1970-01-01 02:00:00+00:00;Trace 1343;Kevin;x;1, 2
10307;receive application;1970-01-01 00:00:00+00:00;Trace 2225;Kevin;x;2
10308;confirm GDPR;1970-01-01 01:00:00+00:00;Trace 2225;Kevin;x;2
10309;decline GDPR;1970-01-01 02:00:00+00:00;Trace 2225;Kevin;x;2
10310;receive application;1970-01-01 00:00:00+00:00;Trace 225;Julian;;
